# Wall heat-flux
# Time          	patch           	min             	max             	integral        
319             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
320             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
321             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
322             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
323             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
324             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
325             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
326             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
327             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
328             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
329             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
330             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
331             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
332             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
333             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
334             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
335             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
336             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
337             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
338             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
339             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
340             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
341             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
342             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
343             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
344             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
345             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
346             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
347             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
348             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
349             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
350             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
351             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
352             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
353             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
354             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
355             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
356             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
357             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
358             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
359             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
360             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
361             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
362             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
363             	chipFace	-4.45000031e-06	-4.45000031e-06	-1.78000012e-09
